decision_date,rate_pct,rate_change_bps,direction
2020-02-21,6.0,0,hold
2020-02-20,6.0,0,hold
2020-02-19,6.0,0,hold
2020-02-18,6.0,0,hold
2020-02-17,6.0,0,hold
2020-02-14,6.0,0,hold
2020-02-13,6.0,0,hold
2020-02-12,6.0,0,hold
2020-02-11,6.0,0,hold
2020-02-10,6.0,-25,cut
2020-02-07,6.25,0,hold
2020-02-06,6.25,0,hold
2020-02-05,6.25,0,hold
2020-02-04,6.25,0,hold
2020-02-03,6.25,0,hold
2020-01-31,6.25,0,hold
2020-01-30,6.25,0,hold
2020-01-29,6.25,0,hold
2020-01-28,6.25,0,hold
2020-01-27,6.25,0,hold
2020-01-24,6.25,0,hold
2020-01-23,6.25,0,hold
2020-01-22,6.25,0,hold
2020-01-21,6.25,0,hold
2020-01-20,6.25,0,hold
2020-01-17,6.25,0,hold
2020-01-16,6.25,0,hold
2020-01-15,6.25,0,hold
2020-01-14,6.25,0,hold
2020-01-13,6.25,0,hold
2020-01-10,6.25,0,hold
2020-01-09,6.25,0,hold
2020-01-08,6.25,0,hold
2020-01-06,6.25,0,hold
2020-01-03,6.25,0,hold
2019-12-31,6.25,0,hold
2019-12-30,6.25,0,hold
2019-12-27,6.25,0,hold
2019-12-26,6.25,0,hold
2019-12-25,6.25,0,hold
2019-12-24,6.25,0,hold
2019-12-23,6.25,0,hold
2019-12-20,6.25,0,hold
2019-12-19,6.25,0,hold
2019-12-18,6.25,0,hold
2019-12-17,6.25,0,hold
2019-12-16,6.25,-25,cut
2019-12-13,6.5,0,hold
2019-12-12,6.5,0,hold
2019-12-11,6.5,0,hold
2019-12-10,6.5,0,hold
2019-12-09,6.5,0,hold
2019-12-06,6.5,0,hold
2019-12-05,6.5,0,hold
2019-12-04,6.5,0,hold
2019-12-03,6.5,0,hold
2019-12-02,6.5,0,hold
2019-11-29,6.5,0,hold
2019-11-28,6.5,0,hold
2019-11-27,6.5,0,hold
2019-11-26,6.5,0,hold
2019-11-25,6.5,0,hold
2019-11-22,6.5,0,hold
2019-11-21,6.5,0,hold
2019-11-20,6.5,0,hold
2019-11-19,6.5,0,hold
2019-11-18,6.5,0,hold
2019-11-15,6.5,0,hold
2019-11-14,6.5,0,hold
2019-11-13,6.5,0,hold
2019-11-12,6.5,0,hold
2019-11-11,6.5,0,hold
2019-11-08,6.5,0,hold
2019-11-07,6.5,0,hold
2019-11-06,6.5,0,hold
2019-11-05,6.5,0,hold
2019-11-01,6.5,0,hold
2019-10-31,6.5,0,hold
2019-10-30,6.5,0,hold
2019-10-29,6.5,0,hold
2019-10-28,6.5,-50,cut
2019-10-25,7.0,0,hold
2019-10-24,7.0,0,hold
2019-10-23,7.0,0,hold
2019-10-22,7.0,0,hold
2019-10-21,7.0,0,hold
2019-10-18,7.0,0,hold
2019-10-17,7.0,0,hold
2019-10-16,7.0,0,hold
2019-10-15,7.0,0,hold
2019-10-14,7.0,0,hold
2019-10-11,7.0,0,hold
2019-10-10,7.0,0,hold
2019-10-09,7.0,0,hold
2019-10-08,7.0,0,hold
2019-10-07,7.0,0,hold
2019-10-04,7.0,0,hold
2019-10-03,7.0,0,hold
2019-10-02,7.0,0,hold
2019-10-01,7.0,0,hold
2019-09-30,7.0,0,hold
2019-09-27,7.0,0,hold
2019-09-26,7.0,0,hold
2019-09-25,7.0,0,hold
2019-09-24,7.0,0,hold
2019-09-23,7.0,0,hold
2019-09-20,7.0,0,hold
2019-09-19,7.0,0,hold
2019-09-18,7.0,0,hold
2019-09-17,7.0,0,hold
2019-09-16,7.0,0,hold
2019-09-13,7.0,0,hold
2019-09-12,7.0,0,hold
2019-09-11,7.0,0,hold
2019-09-10,7.0,0,hold
2019-09-09,7.0,-25,cut
2019-09-06,7.25,0,hold
2019-09-05,7.25,0,hold
2019-09-04,7.25,0,hold
2019-09-03,7.25,0,hold
2019-09-02,7.25,0,hold
2019-08-30,7.25,0,hold
2019-08-29,7.25,0,hold
2019-08-28,7.25,0,hold
2019-08-27,7.25,0,hold
2019-08-26,7.25,0,hold
2019-08-23,7.25,0,hold
2019-08-22,7.25,0,hold
2019-08-21,7.25,0,hold
2019-08-20,7.25,0,hold
2019-08-19,7.25,0,hold
2019-08-16,7.25,0,hold
2019-08-15,7.25,0,hold
2019-08-14,7.25,0,hold
2019-08-13,7.25,0,hold
2019-08-12,7.25,0,hold
2019-08-09,7.25,0,hold
2019-08-08,7.25,0,hold
2019-08-07,7.25,0,hold
2019-08-06,7.25,0,hold
2019-08-05,7.25,0,hold
2019-08-02,7.25,0,hold
2019-08-01,7.25,0,hold
2019-07-31,7.25,0,hold
2019-07-30,7.25,0,hold
2019-07-29,7.25,-25,cut
2019-07-26,7.5,0,hold
2019-07-25,7.5,0,hold
2019-07-24,7.5,0,hold
2019-07-23,7.5,0,hold
2019-07-22,7.5,0,hold
2019-07-19,7.5,0,hold
2019-07-18,7.5,0,hold
2019-07-17,7.5,0,hold
2019-07-16,7.5,0,hold
2019-07-15,7.5,0,hold
2019-07-12,7.5,0,hold
2019-07-11,7.5,0,hold
2019-07-10,7.5,0,hold
2019-07-09,7.5,0,hold
2019-07-08,7.5,0,hold
2019-07-05,7.5,0,hold
2019-07-04,7.5,0,hold
2019-07-03,7.5,0,hold
2019-07-02,7.5,0,hold
2019-07-01,7.5,0,hold
2019-06-28,7.5,0,hold
2019-06-27,7.5,0,hold
2019-06-26,7.5,0,hold
2019-06-25,7.5,0,hold
2019-06-24,7.5,0,hold
2019-06-21,7.5,0,hold
2019-06-20,7.5,0,hold
2019-06-19,7.5,0,hold
2019-06-18,7.5,0,hold
2019-06-17,7.5,-25,cut
2019-06-14,7.75,0,hold
2019-06-13,7.75,0,hold
2019-06-12,7.75,0,hold
2019-06-11,7.75,0,hold
2019-06-10,7.75,0,hold
2019-06-07,7.75,0,hold
2019-06-06,7.75,0,hold
2019-06-05,7.75,0,hold
2019-06-04,7.75,0,hold
2019-06-03,7.75,0,hold
2019-05-31,7.75,0,hold
2019-05-30,7.75,0,hold
2019-05-29,7.75,0,hold
2019-05-28,7.75,0,hold
2019-05-27,7.75,0,hold
2019-05-24,7.75,0,hold
2019-05-23,7.75,0,hold
2019-05-22,7.75,0,hold
2019-05-21,7.75,0,hold
2019-05-20,7.75,0,hold
2019-05-17,7.75,0,hold
2019-05-16,7.75,0,hold
2019-05-15,7.75,0,hold
2019-05-14,7.75,0,hold
2019-05-13,7.75,0,hold
2019-05-08,7.75,0,hold
2019-05-07,7.75,0,hold
2019-05-06,7.75,0,hold
2019-04-30,7.75,0,hold
2019-04-29,7.75,0,hold
2019-04-26,7.75,0,hold
2019-04-25,7.75,0,hold
2019-04-24,7.75,0,hold
2019-04-23,7.75,0,hold
2019-04-22,7.75,0,hold
2019-04-19,7.75,0,hold
2019-04-18,7.75,0,hold
2019-04-17,7.75,0,hold
2019-04-16,7.75,0,hold
2019-04-15,7.75,0,hold
2019-04-12,7.75,0,hold
2019-04-11,7.75,0,hold
2019-04-10,7.75,0,hold
2019-04-09,7.75,0,hold
2019-04-08,7.75,0,hold
2019-04-05,7.75,0,hold
2019-04-04,7.75,0,hold
2019-04-03,7.75,0,hold
2019-04-02,7.75,0,hold
2019-04-01,7.75,0,hold
2019-03-29,7.75,0,hold
2019-03-28,7.75,0,hold
2019-03-27,7.75,0,hold
2019-03-26,7.75,0,hold
2019-03-25,7.75,0,hold
2019-03-22,7.75,0,hold
2019-03-21,7.75,0,hold
2019-03-20,7.75,0,hold
2019-03-19,7.75,0,hold
2019-03-18,7.75,0,hold
2019-03-15,7.75,0,hold
2019-03-14,7.75,0,hold
2019-03-13,7.75,0,hold
2019-03-12,7.75,0,hold
2019-03-11,7.75,0,hold
2019-03-07,7.75,0,hold
2019-03-06,7.75,0,hold
2019-03-05,7.75,0,hold
2019-03-04,7.75,0,hold
2019-03-01,7.75,0,hold
2019-02-28,7.75,0,hold
2019-02-27,7.75,0,hold
2019-02-26,7.75,0,hold
2019-02-25,7.75,0,hold
2019-02-22,7.75,0,hold
2019-02-21,7.75,0,hold
2019-02-20,7.75,0,hold
2019-02-19,7.75,0,hold
2019-02-18,7.75,0,hold
2019-02-15,7.75,0,hold
2019-02-14,7.75,0,hold
2019-02-13,7.75,0,hold
2019-02-12,7.75,0,hold
2019-02-11,7.75,0,hold
2019-02-08,7.75,0,hold
2019-02-07,7.75,0,hold
2019-02-06,7.75,0,hold
2019-02-05,7.75,0,hold
2019-02-04,7.75,0,hold
2019-02-01,7.75,0,hold
2019-01-31,7.75,0,hold
2019-01-30,7.75,0,hold
2019-01-29,7.75,0,hold
2019-01-28,7.75,0,hold
2019-01-25,7.75,0,hold
2019-01-24,7.75,0,hold
2019-01-23,7.75,0,hold
2019-01-22,7.75,0,hold
2019-01-21,7.75,0,hold
2019-01-18,7.75,0,hold
2019-01-17,7.75,0,hold
2019-01-16,7.75,0,hold
2019-01-15,7.75,0,hold
2019-01-14,7.75,0,hold
2019-01-11,7.75,0,hold
2019-01-10,7.75,0,hold
2019-01-09,7.75,0,hold
2018-12-28,7.75,0,hold
2018-12-27,7.75,0,hold
2018-12-26,7.75,0,hold
2018-12-25,7.75,0,hold
2018-12-24,7.75,0,hold
2018-12-21,7.75,0,hold
2018-12-20,7.75,0,hold
2018-12-19,7.75,0,hold
2018-12-18,7.75,0,hold
2018-12-17,7.75,25,hike
2018-12-14,7.5,0,hold
2018-12-13,7.5,0,hold
2018-12-12,7.5,0,hold
2018-12-11,7.5,0,hold
2018-12-10,7.5,0,hold
2018-12-07,7.5,0,hold
2018-12-06,7.5,0,hold
2018-12-05,7.5,0,hold
2018-12-04,7.5,0,hold
2018-12-03,7.5,0,hold
2018-11-30,7.5,0,hold
2018-11-29,7.5,0,hold
2018-11-28,7.5,0,hold
2018-11-27,7.5,0,hold
2018-11-26,7.5,0,hold
2018-11-23,7.5,0,hold
2018-11-22,7.5,0,hold
2018-11-21,7.5,0,hold
2018-11-20,7.5,0,hold
2018-11-19,7.5,0,hold
2018-11-16,7.5,0,hold
2018-11-15,7.5,0,hold
2018-11-14,7.5,0,hold
2018-11-13,7.5,0,hold
2018-11-12,7.5,0,hold
2018-11-09,7.5,0,hold
2018-11-08,7.5,0,hold
2018-11-07,7.5,0,hold
2018-11-06,7.5,0,hold
2018-11-02,7.5,0,hold
2018-11-01,7.5,0,hold
2018-10-31,7.5,0,hold
2018-10-30,7.5,0,hold
2018-10-29,7.5,0,hold
2018-10-26,7.5,0,hold
2018-10-25,7.5,0,hold
2018-10-24,7.5,0,hold
2018-10-23,7.5,0,hold
2018-10-22,7.5,0,hold
2018-10-19,7.5,0,hold
2018-10-18,7.5,0,hold
2018-10-17,7.5,0,hold
2018-10-16,7.5,0,hold
2018-10-15,7.5,0,hold
2018-10-12,7.5,0,hold
2018-10-11,7.5,0,hold
2018-10-10,7.5,0,hold
2018-10-09,7.5,0,hold
2018-10-08,7.5,0,hold
2018-10-05,7.5,0,hold
2018-10-04,7.5,0,hold
2018-10-03,7.5,0,hold
2018-10-02,7.5,0,hold
2018-10-01,7.5,0,hold
2018-09-28,7.5,0,hold
2018-09-27,7.5,0,hold
2018-09-26,7.5,0,hold
2018-09-25,7.5,0,hold
2018-09-24,7.5,0,hold
2018-09-21,7.5,0,hold
2018-09-20,7.5,0,hold
2018-09-19,7.5,0,hold
2018-09-18,7.5,0,hold
2018-09-17,7.5,25,hike
2018-09-14,7.25,0,hold
2018-09-13,7.25,0,hold
2018-09-12,7.25,0,hold
2018-09-11,7.25,0,hold
2018-09-10,7.25,0,hold
2018-09-07,7.25,0,hold
2018-09-06,7.25,0,hold
2018-09-05,7.25,0,hold
2018-09-04,7.25,0,hold
2018-09-03,7.25,0,hold
2018-08-31,7.25,0,hold
2018-08-30,7.25,0,hold
2018-08-29,7.25,0,hold
2018-08-28,7.25,0,hold
2018-08-27,7.25,0,hold
2018-08-24,7.25,0,hold
2018-08-23,7.25,0,hold
2018-08-22,7.25,0,hold
2018-08-21,7.25,0,hold
2018-08-20,7.25,0,hold
2018-08-17,7.25,0,hold
2018-08-16,7.25,0,hold
2018-08-15,7.25,0,hold
2018-08-14,7.25,0,hold
2018-08-13,7.25,0,hold
2018-08-10,7.25,0,hold
2018-08-09,7.25,0,hold
2018-08-08,7.25,0,hold
2018-08-07,7.25,0,hold
2018-08-06,7.25,0,hold
2018-08-03,7.25,0,hold
2018-08-02,7.25,0,hold
2018-08-01,7.25,0,hold
2018-07-31,7.25,0,hold
2018-07-30,7.25,0,hold
2018-07-27,7.25,0,hold
2018-07-26,7.25,0,hold
2018-07-25,7.25,0,hold
2018-07-24,7.25,0,hold
2018-07-23,7.25,0,hold
2018-07-20,7.25,0,hold
2018-07-19,7.25,0,hold
2018-07-18,7.25,0,hold
2018-07-17,7.25,0,hold
2018-07-16,7.25,0,hold
2018-07-13,7.25,0,hold
2018-07-12,7.25,0,hold
2018-07-11,7.25,0,hold
2018-07-10,7.25,0,hold
2018-07-09,7.25,0,hold
2018-07-06,7.25,0,hold
2018-07-05,7.25,0,hold
2018-07-04,7.25,0,hold
2018-07-03,7.25,0,hold
2018-07-02,7.25,0,hold
2018-06-29,7.25,0,hold
2018-06-28,7.25,0,hold
2018-06-27,7.25,0,hold
2018-06-26,7.25,0,hold
2018-06-25,7.25,0,hold
2018-06-22,7.25,0,hold
2018-06-21,7.25,0,hold
2018-06-20,7.25,0,hold
2018-06-19,7.25,0,hold
2018-06-18,7.25,0,hold
2018-06-15,7.25,0,hold
2018-06-14,7.25,0,hold
2018-06-13,7.25,0,hold
2018-06-09,7.25,0,hold
2018-06-08,7.25,0,hold
2018-06-07,7.25,0,hold
2018-06-06,7.25,0,hold
2018-06-05,7.25,0,hold
2018-06-04,7.25,0,hold
2018-06-01,7.25,0,hold
2018-05-31,7.25,0,hold
2018-05-30,7.25,0,hold
2018-05-29,7.25,0,hold
2018-05-28,7.25,0,hold
2018-05-25,7.25,0,hold
2018-05-24,7.25,0,hold
2018-05-23,7.25,0,hold
2018-05-22,7.25,0,hold
2018-05-21,7.25,0,hold
2018-05-18,7.25,0,hold
2018-05-17,7.25,0,hold
2018-05-16,7.25,0,hold
2018-05-15,7.25,0,hold
2018-05-14,7.25,0,hold
2018-05-11,7.25,0,hold
2018-05-10,7.25,0,hold
2018-05-08,7.25,0,hold
2018-05-07,7.25,0,hold
2018-05-04,7.25,0,hold
2018-05-03,7.25,0,hold
2018-04-28,7.25,0,hold
2018-04-27,7.25,0,hold
2018-04-26,7.25,0,hold
2018-04-25,7.25,0,hold
2018-04-24,7.25,0,hold
2018-04-23,7.25,0,hold
2018-04-20,7.25,0,hold
2018-04-19,7.25,0,hold
2018-04-18,7.25,0,hold
2018-04-17,7.25,0,hold
2018-04-16,7.25,0,hold
2018-04-13,7.25,0,hold
2018-04-12,7.25,0,hold
2018-04-11,7.25,0,hold
2018-04-10,7.25,0,hold
2018-04-09,7.25,0,hold
2018-04-06,7.25,0,hold
2018-04-05,7.25,0,hold
2018-04-04,7.25,0,hold
2018-04-03,7.25,0,hold
2018-04-02,7.25,0,hold
2018-03-30,7.25,0,hold
2018-03-29,7.25,0,hold
2018-03-28,7.25,0,hold
2018-03-27,7.25,0,hold
2018-03-26,7.25,-25,cut
2018-03-23,7.5,0,hold
2018-03-22,7.5,0,hold
2018-03-21,7.5,0,hold
2018-03-20,7.5,0,hold
2018-03-19,7.5,0,hold
2018-03-16,7.5,0,hold
2018-03-15,7.5,0,hold
2018-03-14,7.5,0,hold
2018-03-13,7.5,0,hold
2018-03-12,7.5,0,hold
2018-03-07,7.5,0,hold
2018-03-06,7.5,0,hold
2018-03-05,7.5,0,hold
2018-03-02,7.5,0,hold
2018-03-01,7.5,0,hold
2018-02-28,7.5,0,hold
2018-02-27,7.5,0,hold
2018-02-26,7.5,0,hold
2018-02-22,7.5,0,hold
2018-02-21,7.5,0,hold
2018-02-20,7.5,0,hold
2018-02-19,7.5,0,hold
2018-02-16,7.5,0,hold
2018-02-15,7.5,0,hold
2018-02-14,7.5,0,hold
2018-02-13,7.5,0,hold
2018-02-12,7.5,-25,cut
2018-02-09,7.75,0,hold
2018-02-08,7.75,0,hold
2018-02-07,7.75,0,hold
2018-02-06,7.75,0,hold
2018-02-05,7.75,0,hold
2018-02-02,7.75,0,hold
2018-02-01,7.75,0,hold
2018-01-31,7.75,0,hold
2018-01-30,7.75,0,hold
2018-01-29,7.75,0,hold
2018-01-26,7.75,0,hold
2018-01-25,7.75,0,hold
2018-01-24,7.75,0,hold
2018-01-23,7.75,0,hold
2018-01-22,7.75,0,hold
2018-01-19,7.75,0,hold
2018-01-18,7.75,0,hold
2018-01-17,7.75,0,hold
2018-01-16,7.75,0,hold
2018-01-15,7.75,0,hold
2018-01-12,7.75,0,hold
2018-01-11,7.75,0,hold
2018-01-10,7.75,0,hold
2018-01-09,7.75,0,hold
2017-12-29,7.75,0,hold
2017-12-28,7.75,0,hold
2017-12-27,7.75,0,hold
2017-12-26,7.75,0,hold
2017-12-25,7.75,0,hold
2017-12-22,7.75,0,hold
2017-12-21,7.75,0,hold
2017-12-20,7.75,0,hold
2017-12-19,7.75,0,hold
2017-12-18,7.75,-50,cut
2017-12-15,8.25,0,hold
2017-12-14,8.25,0,hold
2017-12-13,8.25,0,hold
2017-12-12,8.25,0,hold
2017-12-11,8.25,0,hold
2017-12-08,8.25,0,hold
2017-12-07,8.25,0,hold
2017-12-06,8.25,0,hold
2017-12-05,8.25,0,hold
2017-12-04,8.25,0,hold
2017-12-01,8.25,0,hold
2017-11-30,8.25,0,hold
2017-11-29,8.25,0,hold
2017-11-28,8.25,0,hold
2017-11-27,8.25,0,hold
2017-11-24,8.25,0,hold
2017-11-23,8.25,0,hold
2017-11-22,8.25,0,hold
2017-11-21,8.25,0,hold
2017-11-20,8.25,0,hold
2017-11-17,8.25,0,hold
2017-11-16,8.25,0,hold
2017-11-15,8.25,0,hold
2017-11-14,8.25,0,hold
2017-11-13,8.25,0,hold
2017-11-10,8.25,0,hold
2017-11-09,8.25,0,hold
2017-11-08,8.25,0,hold
2017-11-07,8.25,0,hold
2017-11-03,8.25,0,hold
2017-11-02,8.25,0,hold
2017-11-01,8.25,0,hold
2017-10-31,8.25,0,hold
2017-10-30,8.25,-25,cut
2017-10-27,8.5,0,hold
2017-10-26,8.5,0,hold
2017-10-25,8.5,0,hold
2017-10-24,8.5,0,hold
2017-10-23,8.5,0,hold
2017-10-20,8.5,0,hold
2017-10-19,8.5,0,hold
2017-10-18,8.5,0,hold
2017-10-17,8.5,0,hold
2017-10-16,8.5,0,hold
2017-10-13,8.5,0,hold
2017-10-12,8.5,0,hold
2017-10-11,8.5,0,hold
2017-10-10,8.5,0,hold
2017-10-09,8.5,0,hold
2017-10-06,8.5,0,hold
2017-10-05,8.5,0,hold
2017-10-04,8.5,0,hold
2017-10-03,8.5,0,hold
2017-10-02,8.5,0,hold
2017-09-29,8.5,0,hold
2017-09-28,8.5,0,hold
2017-09-27,8.5,0,hold
2017-09-26,8.5,0,hold
2017-09-25,8.5,0,hold
2017-09-22,8.5,0,hold
2017-09-21,8.5,0,hold
2017-09-20,8.5,0,hold
2017-09-19,8.5,0,hold
2017-09-18,8.5,-50,cut
2017-09-15,9.0,0,hold
2017-09-14,9.0,0,hold
2017-09-13,9.0,0,hold
2017-09-12,9.0,0,hold
2017-09-11,9.0,0,hold
2017-09-08,9.0,0,hold
2017-09-07,9.0,0,hold
2017-09-06,9.0,0,hold
2017-09-05,9.0,0,hold
2017-09-04,9.0,0,hold
2017-09-01,9.0,0,hold
2017-08-31,9.0,0,hold
2017-08-30,9.0,0,hold
2017-08-29,9.0,0,hold
2017-08-28,9.0,0,hold
2017-08-25,9.0,0,hold
2017-08-24,9.0,0,hold
2017-08-23,9.0,0,hold
2017-08-22,9.0,0,hold
2017-08-21,9.0,0,hold
2017-08-18,9.0,0,hold
2017-08-17,9.0,0,hold
2017-08-16,9.0,0,hold
2017-08-15,9.0,0,hold
2017-08-14,9.0,0,hold
2017-08-11,9.0,0,hold
2017-08-10,9.0,0,hold
2017-08-09,9.0,0,hold
2017-08-08,9.0,0,hold
2017-08-07,9.0,0,hold
2017-08-04,9.0,0,hold
2017-08-03,9.0,0,hold
2017-08-02,9.0,0,hold
2017-08-01,9.0,0,hold
2017-07-31,9.0,0,hold
2017-07-28,9.0,0,hold
2017-07-27,9.0,0,hold
2017-07-26,9.0,0,hold
2017-07-25,9.0,0,hold
2017-07-24,9.0,0,hold
2017-07-21,9.0,0,hold
2017-07-20,9.0,0,hold
2017-07-19,9.0,0,hold
2017-07-18,9.0,0,hold
2017-07-17,9.0,0,hold
2017-07-14,9.0,0,hold
2017-07-13,9.0,0,hold
2017-07-12,9.0,0,hold
2017-07-11,9.0,0,hold
2017-07-10,9.0,0,hold
2017-07-07,9.0,0,hold
2017-07-06,9.0,0,hold
2017-07-05,9.0,0,hold
2017-07-04,9.0,0,hold
2017-07-03,9.0,0,hold
2017-06-30,9.0,0,hold
2017-06-29,9.0,0,hold
2017-06-28,9.0,0,hold
2017-06-27,9.0,0,hold
2017-06-26,9.0,0,hold
2017-06-23,9.0,0,hold
2017-06-22,9.0,0,hold
2017-06-21,9.0,0,hold
2017-06-20,9.0,0,hold
2017-06-19,9.0,-25,cut
2017-06-16,9.25,0,hold
2017-06-15,9.25,0,hold
2017-06-14,9.25,0,hold
2017-06-13,9.25,0,hold
2017-06-09,9.25,0,hold
2017-06-08,9.25,0,hold
2017-06-07,9.25,0,hold
2017-06-06,9.25,0,hold
2017-06-05,9.25,0,hold
2017-06-02,9.25,0,hold
2017-06-01,9.25,0,hold
2017-05-31,9.25,0,hold
2017-05-30,9.25,0,hold
2017-05-29,9.25,0,hold
2017-05-26,9.25,0,hold
2017-05-25,9.25,0,hold
2017-05-24,9.25,0,hold
2017-05-23,9.25,0,hold
2017-05-22,9.25,0,hold
2017-05-19,9.25,0,hold
2017-05-18,9.25,0,hold
2017-05-17,9.25,0,hold
2017-05-16,9.25,0,hold
2017-05-15,9.25,0,hold
2017-05-12,9.25,0,hold
2017-05-11,9.25,0,hold
2017-05-10,9.25,0,hold
2017-05-05,9.25,0,hold
2017-05-04,9.25,0,hold
2017-05-03,9.25,0,hold
2017-05-02,9.25,-50,cut
2017-04-28,9.75,0,hold
2017-04-27,9.75,0,hold
2017-04-26,9.75,0,hold
2017-04-25,9.75,0,hold
2017-04-24,9.75,0,hold
2017-04-21,9.75,0,hold
2017-04-20,9.75,0,hold
2017-04-19,9.75,0,hold
2017-04-18,9.75,0,hold
2017-04-17,9.75,0,hold
2017-04-14,9.75,0,hold
2017-04-13,9.75,0,hold
2017-04-12,9.75,0,hold
2017-04-11,9.75,0,hold
2017-04-10,9.75,0,hold
2017-04-07,9.75,0,hold
2017-04-06,9.75,0,hold
2017-04-05,9.75,0,hold
2017-04-04,9.75,0,hold
2017-04-03,9.75,0,hold
2017-03-31,9.75,0,hold
2017-03-30,9.75,0,hold
2017-03-29,9.75,0,hold
2017-03-28,9.75,0,hold
2017-03-27,9.75,-25,cut
2017-03-24,10.0,0,hold
2017-03-23,10.0,0,hold
2017-03-22,10.0,0,hold
2017-03-21,10.0,0,hold
2017-03-20,10.0,0,hold
2017-03-17,10.0,0,hold
2017-03-16,10.0,0,hold
2017-03-15,10.0,0,hold
2017-03-14,10.0,0,hold
2017-03-13,10.0,0,hold
2017-03-10,10.0,0,hold
2017-03-09,10.0,0,hold
2017-03-07,10.0,0,hold
2017-03-06,10.0,0,hold
2017-03-03,10.0,0,hold
2017-03-02,10.0,0,hold
2017-03-01,10.0,0,hold
2017-02-28,10.0,0,hold
2017-02-27,10.0,0,hold
2017-02-22,10.0,0,hold
2017-02-21,10.0,0,hold
2017-02-20,10.0,0,hold
2017-02-17,10.0,0,hold
2017-02-16,10.0,0,hold
2017-02-15,10.0,0,hold
2017-02-14,10.0,0,hold
2017-02-13,10.0,0,hold
2017-02-10,10.0,0,hold
2017-02-09,10.0,0,hold
2017-02-08,10.0,0,hold
2017-02-07,10.0,0,hold
2017-02-06,10.0,0,hold
2017-02-03,10.0,0,hold
2017-02-02,10.0,0,hold
2017-02-01,10.0,0,hold
2017-01-31,10.0,0,hold
2017-01-30,10.0,0,hold
2017-01-27,10.0,0,hold
2017-01-26,10.0,0,hold
2017-01-25,10.0,0,hold
2017-01-24,10.0,0,hold
2017-01-23,10.0,0,hold
2017-01-20,10.0,0,hold
2017-01-19,10.0,0,hold
2017-01-18,10.0,0,hold
2017-01-17,10.0,0,hold
2017-01-16,10.0,0,hold
2017-01-13,10.0,0,hold
2017-01-12,10.0,0,hold
2017-01-11,10.0,0,hold
2017-01-10,10.0,0,hold
2017-01-09,10.0,0,hold
2016-12-30,10.0,0,hold
2016-12-29,10.0,0,hold
2016-12-28,10.0,0,hold
2016-12-27,10.0,0,hold
2016-12-26,10.0,0,hold
2016-12-23,10.0,0,hold
2016-12-22,10.0,0,hold
2016-12-21,10.0,0,hold
2016-12-20,10.0,0,hold
2016-12-19,10.0,0,hold
2016-12-16,10.0,0,hold
2016-12-15,10.0,0,hold
2016-12-14,10.0,0,hold
2016-12-13,10.0,0,hold
2016-12-12,10.0,0,hold
2016-12-09,10.0,0,hold
2016-12-08,10.0,0,hold
2016-12-07,10.0,0,hold
2016-12-06,10.0,0,hold
2016-12-05,10.0,0,hold
